id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
0100;L'oggetto del provvedimento amministrativo può essere costituito da un bene?;Si, l'oggetto è un comportamento, un fatto o un bene sul quale si indirizza la volontàdell'amministrazione.;Si, l'oggetto è un comportamento o un bene sul quale si indirizza la volontà dell'amministrazione.;No, l'oggetto è un comportamento o un fatto sul quale si indirizza la volontà dell'amministrazione.
0101;Con riferimento agli elementi del provvedimento amministrativo, l'oggetto può essere costituito da un comportamento?;Si, l'oggetto può essere un comportamento, un fatto o unbene.;No, l'oggetto può essere solo un fatto o un bene.;Si, l'oggetto può essere solo un comportamento.
0102;"Con riferimento agli elementi costitutivi del provvedimento amministrativo secondo la ""teoria negoziale"" (agente, destinatario, volontà, oggetto e forma), l'oggetto:";È un comportamento, un fatto o un bene sul quale si indirizza la volontà dell'amministrazione.;Può essere costituito solo da un comportamento o da un fatto ma non da un bene.;Può anche non possedere i requisiti della determinatezza e della possibilità, ma deve possederequello della liceità.
0103;"Con riferimento agli elementi costitutivi del provvedimento amministrativo secondo la ""teoria negoziale"" (agente, destinatario, volontà, oggetto e forma), l'oggetto:";Deve possedere i requisiti di determinatezza, possibilità e liceità.;Può essere costituito solo da un comportamento o da un bene.;Può anche non possedere il requisito della determinatezza, ma deve possedere quelli dellapossibilità e liceità.
0104;L'oggetto del procedimento amministrativo è un comportamento, un fatto o un bene sul quale si indirizza la volontà dell'amministrazione.I requisiti dell'oggetto sono:;Determinatezza, possibilità e liceità.;Determinatezza e liceità.;Determinatezza o determinabilità.
0105;L'oggetto del provvedimento amministrativo:;Deve essere determinato o determinabile, possibile e lecito.;È il soggetto pubblico o privato, nei cui confronti un atto deve produrre i suoi effetti.;È l'interesse pubblico perseguito dall'amministrazione.
0106;La questione degli elementi costitutivi del provvedimento amministrativo, ha assunto un'importanza particolare a seguito del disposto di cui all'art. 21-septies della L. n.241/1990, che prevede la nullità del provvedimento finale in mancanza degli elementi essenziali. Quale tra i seguenti è un elemento essenziale?;Contenuto.;Condizione.;Termine.
0107;Con riferimento agli elementi ed ai requisiti dell'atto amministrativo, quale tra quelli indicati costituisce elemento essenziale per lo stesso?;Contenuto.;Onere.;Condizione.
0108;Con riferimento agli elementi dell'atto amministrativo l'insieme dellestatuizioni contenute nell'atto costituisce:;Il Contenuto.;L'oggetto.;La volontà.
0109;"Con riferimento agli elementi essenziali del provvedimento amministrativo (secondo la ""teoria funzionale"" : soggetto, oggetto, contenuto, finalità e forma), il contenuto:";Può essere distinto in naturale, implicito e eventuale.;Può essere costituito solo da una autorizzazione.;Non può mai essere determinato dalla presenza di elementi accidentali (termine o condizione).
0110;Il contenuto di un provvedimento amministrativo può esserenaturale?;Si, può essere naturale, implicitoed eventuale.;No, può essere solo naturale oimplicito.;Si, può essere solo naturale.
0111;Il contenuto di un provvedimento amministrativo può essereimplicito?;Si, può essere naturale, implicitoed eventuale.;No, può essere solo naturale oimplicito.;No, può essere solo naturale.
0112;Il contenuto di un provvedimento amministrativo può essereeventuale?;Si, può essere naturale, implicitoed eventuale.;No, può essere solo naturale oimplicito.;No, può essere solo naturale.
0113;Con riferimento agli elementi ed ai requisiti dell'atto amministrativo, il contenuto costituisce:;Elemento necessario giuridicamente per dar vitaall'atto.;Componente accidentale che amplia o restringe il contenutodell'atto.;Requisito di efficacia necessario perché l'atto spieghi i suoi effetti.
0114;Quale delle seguenti affermazioni sul provvedimento amministrativo è corretta?;Il contenuto è elemento essenziale del provvedimentoamministrativo.;Il termine è elemento essenziale del provvedimentoamministrativo.;La riserva è elemento essenziale del provvedimento amministrativo.
0115;La questione degli elementi costitutivi del provvedimento amministrativo, ha assunto un'importanza particolare a seguito del disposto di cui all'art. 21-septies della L. n.241/1990, che prevede la nullità del provvedimento finale in mancanza degli elementi essenziali. Quale tra i seguenti è un elemento essenziale?;Finalità.;Condizione.;Termine.
0116;Con riferimento agli elementi ed ai requisiti dell'atto amministrativo, quale tra quelli indicati costituisce elemento essenziale per lo stesso?;Finalità.;Onere.;Condizione.
0117;Con riferimento agli elementi dell'atto amministrativo lo scopo chepersegue l'atto corrisponde:;Alla finalità.;All'oggetto.;Al contenuto.
0118;Con riferimento agli elementi dell'atto amministrativo l'interessepubblico perseguito dall'amministrazione corrisponde:;Alla finalità.;All'oggetto.;Al contenuto.
0119;"Con riferimento agli elementi essenziali del provvedimento amministrativo (secondo la ""teoria funzionale"" : soggetto, oggetto, contenuto, finalità e forma), la finalità:";È lo scopo che persegue l'atto.;È la res su cui il provvedimento incide, ovvero il bene su cui vanno ad incidere gli effetti.;È un comportamento, un fatto o un bene sul quale si indirizza la volontà dell'amministrazione.
0120;"Con riferimento agli elementi essenziali del provvedimento amministrativo (secondo la ""teoria funzionale"" : soggetto, oggetto, contenuto, finalità e forma), la finalità:";È l'interesse pubblico perseguito dall'amministrazione.;È la res su cui il provvedimento incide, ovvero il bene su cui vanno ad incidere gli effetti.;È un comportamento, un fatto o un bene sul quale si indirizza la volontà dell'amministrazione.
0121;La finalità del provvedimento amministrativo:;Attiene all'aspetto funzionale dell'atto, ovvero lo scopo che persegue.;È costituita dalle modalità con le quali la dichiarazione di volontà espressa dall'amministrazione è esternata e comunicata ai terzi.;È un comportamento, un fatto o un bene sul quale si indirizza la volontà dell'amministrazione.
0122;Con riferimento agli elementi ed ai requisiti dell'atto amministrativo, la finalità costituisce:;Elemento necessario giuridicamente per dar vitaall'atto.;Componente accidentale che amplia o restringe il contenutodell'atto.;Requisito di efficacia necessario perché l'atto spieghi i suoi effetti.
0123;Quale delle seguenti affermazioni sul provvedimento amministrativo è corretta?;La finalità è elemento essenzialedel provvedimento amministrativo.;Il termine è elemento essenzialedel provvedimento amministrativo.;La riserva è elemento essenziale del provvedimento amministrativo.
0124;Con riferimento agli elementi dell'atto amministrativo la modalità con la quale la dichiarazione di volontà espressa dall'amministrazione è esternata e comunicata ai terzi corrisponde:;Alla forma.;Alla finalità.;Alla volontà.
0125;Con riferimento agli elementi costitutivi del provvedimento;È costituita dalle modalità con le;Attiene all'aspetto funzionale e;È una dichiarazioni con la quale
0126;Con riferimento agli elementi costitutivi del provvedimento amministrativo, la forma:;Normalmente è quella scritta.;È elemento accidentale che sottopone l'efficacia dell'atto o alcuni effetti al verificarsi di un evento futuro e certo.;È una dichiarazioni con la quale l'amministrazione avoca a sé la possibilità di esercitare successivamente il medesimo potere a seguito di una nuovavalutazione degli interessati.
0127;Con riferimento agli elementi costitutivi del provvedimento amministrativo, la forma:;Può essere anche orale come ad esempio gli ordini di polizia.;È elemento accidentale che sottopone l'efficacia dell'atto o alcuni effetti al verificarsi di unevento futuro e certo.;Attiene all'aspetto funzionale e allo scopo che il provvedimento persegue.
0128;Con riferimento agli elementi costitutivi del provvedimento amministrativo, la forma:;Può assumere anche la forma gestuale come ad esempio gli ordini di disciplina del traffico.;È elemento accidentale che sottopone l'efficacia dell'atto o alcuni effetti al verificarsi di unevento futuro e certo.;Attiene all'aspetto funzionale e allo scopo che il provvedimento persegue.
0129;Con riferimento agli elementi ed ai requisiti dell'atto amministrativo, la forma costituisce:;Elemento necessariogiuridicamente per dar vita all'atto.;Componente accidentale cheamplia o restringe il contenuto dell'atto.;Requisito di efficacia necessario perché l'atto spieghi i suoi effetti.
0130;Quale delle seguenti affermazioni sul provvedimento amministrativo è corretta?;La forma è elemento essenziale del provvedimentoamministrativo.;Il termine è elemento essenziale del provvedimentoamministrativo.;La riserva è elemento essenziale del provvedimento amministrativo.
0131;Anche al provvedimento amministrativo è applicabile la categoria degli elementi accidentali, ovvero è possibile apporre al provvedimento clausole accessorie che incidono sugli effettidell'atto. Costituisce elemento accidentale:;Termine.;Forma.;Oggetto.
0132;Con riferimento agli elementi ed ai requisiti dell'atto amministrativo, quale tra quelli indicati costituisce elemento accidentale per lostesso?;Termine.;Agente.;Contenuto.
0133;Con riferimento agli elementi dell'atto amministrativo quale è l'elemento accidentale che sottopone l'efficacia dell'atto o alcunieffetti al verificarsi di un evento futuro e certo?;Termine.;Finalità.;Forma.
0134;Il termine del provvedimento amministrativo:;È elemento accidentale che sottopone l'efficacia dell'atto o alcuni effetti al verificarsi di unevento futuro e certo.;È un elemento essenziale che indica il periodo di vigenza del provvedimento stesso.;Attiene all'aspetto funzionale e allo scopo che il provvedimento persegue.
0135;Il termine del provvedimento amministrativo:;È un elemento accidentale che indica il momento dal quale deve avere inizio l'efficacia dell'atto o quello dal quale l'efficacia deve cessare.;È un elemento essenziale che indica il periodo di vigenza del provvedimento stesso.;È una dichiarazioni con la quale l'amministrazione avoca a sé la possibilità di esercitare successivamente il medesimo potere a seguito di una nuovavalutazione degli interessati.
0136;Con riferimento agli elementi ed ai requisiti dell'atto amministrativo, il termine costituisce:;Elemento accidentale dell'atto.;Elemento necessario giuridicamente per dar vitaall'atto.;L'unico requisito di efficacia necessario perché l'atto spieghi isuoi effetti.
0137;Quale delle seguenti affermazioni sul provvedimento amministrativo non è corretta?;Il termine è elemento essenzialedel provvedimento amministrativo.;Il contenuto è elementoessenziale del provvedimento amministrativo.;La forma è elemento essenziale del provvedimento amministrativo.
