id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
0054;Relativamente alla disciplina di il ricorso straordinario per errore di fatto o di calcolo in cassazione (art. 625-bis c.p.p.), si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura penale:;è proponibile dal Procuratore Generale o dal condannato per correggere gli errori materiali o di fatto contenuti nelle decisioni della Corte di Cassazione.;è il mezzo ordinario per chiedere la sospensione dell'esecuzione delle sentenze di condanna passate in giudicato per intervenuta amnistia. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di rito penale italiano e nelle leggi complementari vigenti.;è l'appello proposto contro le sentenze pronunciate dalla Corte d'Assise d'Appello in materia di delitti contro la personalità dello Stato.
0055;Relativamente alla disciplina di la sospensione del procedimento con messa alla prova (art. 464-bis c.p.p.), si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura penale:;comporta la prestazione di condotte volte all'eliminazione delle conseguenze dannose o pericolose e lo svolgimento di lavoro di pubblica utilità per reati di minore gravità.;Genera l'estinzione immediata del reato per sopravvenuta improcedibilità.;Sussiste solo nei giudizi davanti alla Corte Costituzionale.
0056;Relativamente alla disciplina di l'estinzione delle misure cautelari per decorso dei termini massimi (art. 303 c.p.p.), si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura penale:;opera ipso jure per ciascuna fase del procedimento quando siano superati i limiti temporali stabiliti dalla legge senza che sia intervenuto il provvedimento di fase.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale e di tutti i termini cautelari per una durata complessiva mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale e di tutti i termini cautelari per una durata complessiva mai inferiore a sei mesi solari consecutivi.
0057;Relativamente alla disciplina di l'estensione dell'impugnazione (art. 587 c.p.p.), si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura penale:;consente ai coimputati nel medesimo reato di giovarsi dell'impugnazione proposta da uno di essi, purché i motivi non siano esclusivamente personali.;obbliga il Pubblico Ministero ad estendere l'appello a tutti gli imputati assolti anche se la sua impugnazione riguardava un solo soggetto.;comporta il trasferimento automatico del procedimento davanti al giudice civile per la quantificazione delle spese processuali.
0058;Relativamente alla disciplina di la dichiarazione di contumacia e la nuova disciplina dell'assenza (art. 420-bis c.p.p.), si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura penale:;si procede in assenza dell'imputato solo quando vi sia la certezza della conoscenza della vocatio in ius o dell'inizio del processo.;Comporta la nullità insanabile ed assoluta dell'intero procedimento. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di rito penale italiano e nelle leggi complementari vigenti.;È una facoltà esercitabile unicamente dal Procuratore Generale.
0059;Relativamente alla disciplina di la riparazione per l'ingiusta detenzione (art. 314 c.p.p.), si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura penale:;spetta a chi è stato prosciolto con sentenza irrevocabile perché il fatto non sussiste o non costituisce reato, salvo che vi abbia dato causa con dolo o colpa grave.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale e di tutti i termini cautelari per una durata complessiva mai inferiore a sei mesi solari consecutivi.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.
0060;Relativamente alla disciplina di la chiusura delle indagini preliminari e l'archiviazione per particolare tenuità del fatto (art. 411, comma 1-bis c.p.p.), si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura penale:;è notificata all'indagato e alla persona offesa, le quali possono proporre opposizione entro venti giorni chiedendo l'indicazione delle prosecuzione delle indagini.;determina l'iscrizione immediata della condanna nel casellario giudiziale con estinzione automatica del diritto di proprietà sui beni sequestrati. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di rito penale italiano e nelle leggi complementari vigenti.;è pronunciata con sentenza inappellabile direttamente dal Pubblico Ministero senza alcun vaglio da parte del Giudice delle Indagini Preliminari.
0061;Relativamente alla disciplina di il giudizio immediato richiesto dall'imputato (art. 419, comma 5, c.p.p.), si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura penale:;rappresenta una rinuncia formale all'udienza preliminare notificata almeno tre giorni prima della data dell'udienza stessa.;Genera l'estinzione immediata del reato per sopravvenuta improcedibilità.;Sussiste solo nei giudizi davanti alla Corte Costituzionale.
0062;Relativamente alla disciplina di l'incidente probatorio per la testimonianza del minore o della persona offesa vulnerabile (art. 392, comma 1-bis c.p.p.), si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura penale:;può essere richiesto dal PM o dalla persona sottoposta alle indagini anche al di fuori dei casi di inderogabilità e urgenza per tutelare la personalità della vittima.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.
0063;Relativamente alla disciplina di le perquisizioni e i sequestri eseguiti dalla pg di propria iniziativa ex art. 352 e 354 c.p.p., si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura penale:;devono essere trasmessi entro quarantotto ore al PM del luogo ove sono stati eseguiti, il quale nelle quarantotto ore successive decide sulla convalida.;diventano definitivi trascorsi tre giorni senza che l'interessato abbia proposto ricorso straordinario al Presidente della Repubblica.;possono essere compiuti solo dagli Ufficiali di PG appartenenti al corpo dei Carabinieri o della Guardia di Finanza per reati tributari.
0064;Relativamente alla disciplina di la ricusa e la dichiarazione di astensione del giudice (artt. 36 e 37 c.p.p.), si indichi la risposta esatta secondo le vigenti disposizioni del codice di procedura penale:;"l'astensione è valutata dal Presidente del Tribunale o della Corte; la ricusazione è decisa dalla Corte d'Appello o dalla Cassazione.";Richiede il parere preventivo del Consiglio Superiore della Magistratura. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di rito penale italiano e nelle leggi complementari vigenti.;È una facoltà esercitabile unicamente dal Procuratore Generale.
0065;Con riferimento a il fermo di indiziato di delitto ex art. 384 c.p.p. e i relativi presupposti di applicabilità, quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale?;può essere disposto dal PM o dalla PG prima che il PM abbia assunto la direzione delle indagini, ove sussista concreto pericolo di fuga per un delitto per cui la legge stabilisce la pena dell'ergastolo o della reclusione non inferiore nel minimo a due anni.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale e di tutti i termini cautelari per una durata complessiva mai inferiore a sei mesi solari consecutivi.
0066;Con riferimento a l'intercettazione di conversazioni o comunicazioni tra presenti (cd. intercettazione ambientale) ex art. 266 c.p.p., quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale?;è consentita nei luoghi di privata dimora solo se vi è fondato motivo di ritenere che ivi si stia svolgendo l'attività criminosa, salvo che si tratti di delitti di criminalità organizzata o terrorismo.;è sempre liberamente disposta dall'Ufficiale di PG tramite decreto d'urgenza senza necessità di successiva convalida entro 48 ore. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di rito penale italiano e nelle leggi complementari vigenti.;non è mai ammessa nei procedimenti per reati contro la Pubblica Amministrazione puniti con reclusione superiore nel massimo a cinque anni.
0067;Con riferimento a l'incidente probatorio (art. 392 c.p.p.) e le sue tassative fattispecie ammissive, quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale?;rappresenta una parentesi dibattimentale anticipata nella fase delle indagini, volta ad assumere prove indifferibili in presenza di un concreto ed attuale pericolo di deterioramento o non ripetibilità.;Comporta la nullità insanabile ed assoluta dell'intero procedimento.;Genera l'estinzione immediata del reato per sopravvenuta improcedibilità.
0068;Con riferimento a la perquisizione locale e personale ex art. 247 c.p.p., quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale?;è disposta con decreto motivato dell'autorità giudiziaria quando vi è fondato motivo di ritenere che il corpo del reato o cose pertinenti si trovino in un determinato luogo o sulla persona.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.
